id,pais,region,sexo,edad,ingresos_padres,educ_padres,educ_hijo,ingresos_hijo,ocupacion_hijo
962,España,Extremadura,hombre,47,23054.46,Secundaria,Secundaria,24954.42,Técnico/a
963,España,Canarias,hombre,36,16846.37,Secundaria,Secundaria,13081.29,Servicios básicos
964,España,Castilla-La Mancha,hombre,41,18705.22,Primaria,Primaria,22369.19,Técnico/a
965,España,Cantabria,hombre,41,17805.96,FP,Secundaria,19375.18,Técnico/a junior
966,España,Castilla y León,mujer,34,17543.88,FP,FP,27976.88,Técnico/a
967,España,La Rioja,mujer,54,18094.79,Secundaria,Primaria,16520.3,Técnico/a junior
968,España,Cantabria,mujer,53,18893.62,Secundaria,FP,20576.79,Técnico/a junior
969,España,Comunidad Valenciana,mujer,43,22369.37,FP,FP,24194.97,Técnico/a
970,España,Cataluña,hombre,38,21533.04,FP,Universidad,32844.55,Especialista
971,España,Galicia,mujer,35,16597.21,Secundaria,Secundaria,18508.51,Técnico/a junior
972,España,País Vasco,hombre,26,21044.07,Universidad,Postgrado,36870.8,Especialista
973,España,La Rioja,hombre,42,17578.13,Primaria,Primaria,16564.2,Técnico/a junior
974,España,Canarias,hombre,31,17938.0,Secundaria,Secundaria,20194.22,Técnico/a junior
975,España,Andalucía,hombre,36,11904.17,Primaria,Primaria,23449.12,Técnico/a
976,España,Canarias,hombre,50,13361.39,Primaria,Primaria,17461.8,Técnico/a junior
977,España,Comunidad Valenciana,mujer,26,17036.27,FP,FP,23557.52,Técnico/a
978,España,Andalucía,hombre,51,21581.58,FP,FP,19163.12,Técnico/a junior
979,España,Cataluña,mujer,44,19055.44,Secundaria,FP,30549.22,Técnico/a
980,España,Comunidad Valenciana,hombre,42,16843.13,FP,Secundaria,23312.04,Técnico/a
981,España,Castilla y León,mujer,30,19748.4,FP,FP,20892.62,Técnico/a junior
982,España,Madrid,hombre,48,21373.48,FP,FP,30781.24,Técnico/a
983,España,Aragón,hombre,34,35486.7,Postgrado,Postgrado,41709.38,Especialista
984,España,Andalucía,mujer,44,22520.39,Universidad,Universidad,28494.2,Técnico/a
985,España,La Rioja,mujer,39,21041.42,Secundaria,Secundaria,25986.98,Técnico/a
986,España,Cataluña,no_binario,29,17594.73,Secundaria,FP,23191.63,Técnico/a
987,España,Galicia,mujer,44,22828.46,Universidad,Postgrado,29767.33,Técnico/a
988,España,Cataluña,hombre,27,15531.8,Secundaria,FP,24546.66,Técnico/a
989,España,Canarias,hombre,29,16449.36,Secundaria,FP,23579.28,Técnico/a
990,España,Madrid,mujer,54,18748.52,Secundaria,Secundaria,26271.36,Técnico/a
991,España,Madrid,mujer,49,17753.11,Secundaria,Secundaria,21859.23,Técnico/a junior
992,España,Galicia,mujer,32,17759.9,Secundaria,Secundaria,17017.76,Técnico/a junior
993,España,Canarias,hombre,32,16117.59,Secundaria,FP,30413.25,Técnico/a
994,España,Comunidad Valenciana,mujer,32,19828.86,Secundaria,Primaria,15027.61,Técnico/a junior
995,España,Castilla y León,hombre,36,13117.45,Primaria,Secundaria,18095.77,Técnico/a junior
996,España,Aragón,hombre,48,15929.17,FP,FP,24197.27,Técnico/a
997,España,Navarra,hombre,47,21826.61,FP,Universidad,31961.06,Técnico/a
998,España,Asturias,hombre,32,20355.1,Universidad,FP,21713.91,Técnico/a junior
999,España,País Vasco,no_binario,35,18450.25,FP,Universidad,22543.61,Técnico/a
1000,España,Cataluña,mujer,38,21240.81,FP,Universidad,28840.14,Técnico/a
1001,España,Baleares,hombre,32,14911.49,Secundaria,Secundaria,23970.02,Técnico/a
1002,España,Comunidad Valenciana,hombre,53,16286.52,Secundaria,Primaria,19627.28,Técnico/a junior
1003,España,Murcia,hombre,54,19177.25,Primaria,Sin estudios,19880.73,Técnico/a junior
1004,España,La Rioja,hombre,48,18929.28,Secundaria,Primaria,20957.18,Técnico/a junior
1005,España,Madrid,mujer,52,17629.39,Primaria,Secundaria,27015.51,Técnico/a
1006,España,Galicia,mujer,34,25749.88,Secundaria,Secundaria,20871.84,Técnico/a junior
1007,España,Galicia,hombre,31,19731.29,Secundaria,Secundaria,16686.44,Técnico/a junior
1008,España,Murcia,mujer,52,24988.24,,Secundaria,24541.39,Técnico/a
1009,España,Canarias,hombre,41,18219.27,Secundaria,Secundaria,16528.84,Técnico/a junior
1010,España,Cataluña,hombre,28,29175.39,Secundaria,FP,27108.52,Técnico/a
1011,España,Canarias,mujer,53,22916.28,Universidad,Universidad,32843.64,Especialista
1012,España,País Vasco,hombre,37,20161.86,FP,Secundaria,24477.84,Técnico/a
1013,España,País Vasco,mujer,28,19540.27,Secundaria,FP,26182.62,Técnico/a
1014,España,Andalucía,hombre,29,17380.11,Secundaria,Secundaria,19993.51,Técnico/a junior
1015,España,Galicia,hombre,50,20978.88,Secundaria,Secundaria,21069.01,Técnico/a junior
1016,España,Navarra,hombre,46,20345.43,FP,FP,27954.44,Técnico/a
1017,España,Baleares,mujer,28,25478.4,FP,Universidad,28338.67,Técnico/a
1018,España,Comunidad Valenciana,mujer,42,26137.05,Secundaria,FP,21166.99,Técnico/a junior
1019,España,Navarra,hombre,30,21632.74,FP,FP,21065.57,Técnico/a junior
1020,España,Andalucía,hombre,48,22082.93,Universidad,FP,25581.86,Técnico/a
1021,España,Galicia,hombre,48,17894.67,FP,Universidad,31986.03,Técnico/a
1022,España,Cantabria,mujer,47,19131.97,Primaria,Sin estudios,20559.77,Técnico/a junior
1023,España,Navarra,mujer,46,20890.5,Universidad,Postgrado,33104.6,Especialista
1024,España,País Vasco,mujer,26,20186.15,Secundaria,FP,26167.94,Técnico/a
1025,España,País Vasco,hombre,47,18437.81,FP,Universidad,24433.95,Técnico/a
1026,España,Cataluña,mujer,35,21007.93,FP,Universidad,32558.3,Especialista
1027,España,Murcia,mujer,52,17588.6,FP,FP,29395.54,Técnico/a
1028,España,Murcia,hombre,38,23672.28,Universidad,FP,24530.63,Técnico/a
1029,España,Castilla y León,mujer,54,17715.18,FP,Universidad,23601.59,Técnico/a
1030,España,Madrid,no_binario,29,34218.62,FP,FP,33545.18,Especialista
1031,España,Andalucía,hombre,30,18381.56,Primaria,Primaria,20343.66,Técnico/a junior
1032,España,Comunidad Valenciana,hombre,34,20458.11,FP,FP,24141.94,Técnico/a
1033,España,Canarias,mujer,32,18647.81,Secundaria,Secundaria,23576.56,Técnico/a
1034,España,Aragón,mujer,38,12238.87,Primaria,Sin estudios,14764.29,Servicios básicos
1035,España,Andalucía,hombre,48,11152.2,Primaria,Primaria,14473.1,Servicios básicos
1036,España,Galicia,hombre,27,18614.15,Primaria,Primaria,19140.25,Técnico/a junior
1037,España,Castilla y León,hombre,36,18790.33,Secundaria,Primaria,16521.3,Técnico/a junior
1038,España,La Rioja,mujer,40,25002.83,Universidad,Universidad,35854.31,Especialista
1039,España,Andalucía,hombre,52,14281.92,Primaria,Primaria,19465.08,Técnico/a junior
1040,España,Castilla y León,hombre,54,63402.25,Universidad,Postgrado,54921.02,Responsable/Consultor/a
1041,España,Comunidad Valenciana,hombre,47,16678.85,Secundaria,Primaria,14944.78,Servicios básicos
1042,España,Madrid,hombre,41,19575.32,Primaria,Sin estudios,21788.75,Técnico/a junior
1043,España,Castilla y León,hombre,25,17950.23,FP,FP,23128.53,Técnico/a
1044,España,Extremadura,hombre,47,19323.1,Primaria,Secundaria,21754.19,Técnico/a junior
1045,España,Murcia,mujer,34,17781.75,FP,Universidad,24929.84,Técnico/a
1046,España,Extremadura,mujer,49,21013.23,Secundaria,Primaria,20903.46,Técnico/a junior
1047,España,Canarias,mujer,47,17822.99,Primaria,Primaria,17428.19,Técnico/a junior
1048,España,Andalucía,mujer,34,18121.03,FP,FP,24544.83,Técnico/a
1049,España,Murcia,mujer,45,16137.9,FP,FP,24279.1,Técnico/a
1050,España,Andalucía,mujer,48,16572.76,FP,Secundaria,25081.33,Técnico/a
1051,España,Murcia,mujer,26,15674.09,FP,FP,19538.29,Técnico/a junior
1052,España,Comunidad Valenciana,mujer,33,18420.55,Secundaria,Secundaria,20250.33,Técnico/a junior
1053,España,País Vasco,hombre,46,22952.65,FP,FP,23742.68,Técnico/a
1054,España,Madrid,hombre,37,23586.1,Universidad,Postgrado,43116.64,Especialista
1055,España,País Vasco,mujer,49,20434.49,FP,Universidad,23471.69,Técnico/a
1056,España,Castilla y León,hombre,40,16245.56,Secundaria,Secundaria,25200.54,Técnico/a
1057,España,Madrid,hombre,42,16902.0,FP,Secundaria,22285.75,Técnico/a
1058,España,Castilla-La Mancha,mujer,43,13651.34,Primaria,Primaria,17793.29,Técnico/a junior
1059,España,Cataluña,mujer,36,18927.72,Secundaria,Secundaria,22399.73,Técnico/a
1060,España,Extremadura,hombre,32,13910.48,Sin estudios,Sin estudios,15629.61,Técnico/a junior
1061,España,Murcia,hombre,41,15045.2,,FP,23081.08,Técnico/a
1062,España,País Vasco,hombre,39,21629.54,Secundaria,Secundaria,18613.02,Técnico/a junior
1063,España,Madrid,mujer,34,17285.67,Secundaria,FP,22527.77,Técnico/a
1064,España,Castilla-La Mancha,mujer,39,13473.75,Primaria,Sin estudios,12396.01,Servicios básicos
1065,España,Castilla-La Mancha,mujer,39,16118.54,FP,FP,23129.66,Técnico/a
1066,España,La Rioja,mujer,47,17829.94,Secundaria,Secundaria,20038.75,Técnico/a junior
1067,España,Canarias,mujer,31,13698.49,Sin estudios,Primaria,18511.22,Técnico/a junior
1068,España,Aragón,mujer,37,15157.74,Primaria,Sin estudios,16574.55,Técnico/a junior
1069,España,Castilla y León,hombre,41,18522.22,FP,FP,26480.26,Técnico/a
1070,España,Cantabria,hombre,33,14857.79,Secundaria,Secundaria,16095.05,Técnico/a junior
1071,España,Cantabria,mujer,32,15166.21,,Secundaria,19028.34,Técnico/a junior
1072,España,Canarias,hombre,44,16099.52,Primaria,Primaria,21203.08,Técnico/a junior
1073,España,Andalucía,mujer,50,16943.95,FP,FP,25162.39,Técnico/a
1074,España,Andalucía,mujer,51,18572.3,FP,FP,17621.68,Técnico/a junior
1075,España,País Vasco,mujer,45,33687.01,FP,FP,30494.56,Técnico/a
1076,España,Castilla-La Mancha,hombre,42,12290.36,Primaria,Primaria,15491.33,Técnico/a junior
1077,España,Castilla-La Mancha,hombre,37,16993.47,FP,FP,21182.78,Técnico/a junior
1078,España,Galicia,hombre,40,24032.71,Universidad,Universidad,28973.85,Técnico/a
1079,España,Canarias,mujer,33,23572.79,FP,FP,28107.35,Técnico/a
1080,España,País Vasco,hombre,36,28092.31,Universidad,Postgrado,41030.7,Especialista
1081,España,Madrid,mujer,36,28138.29,Universidad,FP,32153.22,Especialista
1082,España,Aragón,hombre,30,25468.09,FP,Universidad,32376.77,Especialista
1083,España,Castilla-La Mancha,hombre,43,18547.63,Primaria,Sin estudios,21054.08,Técnico/a junior
1084,España,Murcia,mujer,52,28574.81,FP,Secundaria,14162.62,Servicios básicos
1085,España,País Vasco,hombre,31,18076.34,Primaria,Secundaria,21197.28,Técnico/a junior
1086,España,Cataluña,hombre,49,18077.6,Secundaria,FP,22166.86,Técnico/a
1087,España,Extremadura,mujer,27,18504.34,FP,FP,24429.79,Técnico/a
1088,España,Asturias,hombre,40,14791.45,FP,FP,19277.53,Técnico/a junior
1089,España,País Vasco,mujer,42,18179.47,Secundaria,FP,25580.26,Técnico/a
1090,España,Canarias,hombre,40,22520.69,Universidad,Universidad,31314.42,Técnico/a
1091,España,País Vasco,hombre,47,21209.47,Universidad,Universidad,28775.4,Técnico/a
1092,España,Galicia,hombre,31,19696.51,Primaria,Primaria,20046.94,Técnico/a junior
1093,España,Extremadura,hombre,28,16112.98,Secundaria,Secundaria,24689.24,Técnico/a
1094,España,Cataluña,hombre,51,20525.63,FP,Secundaria,26695.57,Técnico/a
1095,España,Canarias,mujer,49,22845.26,Universidad,Postgrado,26756.31,Técnico/a
1096,España,Baleares,hombre,54,18315.25,,FP,24370.28,Técnico/a
1097,España,Canarias,mujer,32,14384.29,Secundaria,Primaria,17870.99,Técnico/a junior
1098,España,Baleares,hombre,37,22836.04,Secundaria,Secundaria,26884.11,Técnico/a
1099,España,Madrid,mujer,37,15569.22,Primaria,Secundaria,20403.67,Técnico/a junior
1100,España,Castilla y León,mujer,41,20813.99,FP,Universidad,25109.6,Técnico/a
1101,España,Andalucía,hombre,41,12949.52,Sin estudios,Primaria,16281.73,Técnico/a junior
1102,España,País Vasco,mujer,29,29042.86,FP,Universidad,32135.23,Especialista
1103,España,Murcia,hombre,30,32840.7,Universidad,Universidad,38125.31,Especialista
1104,España,Navarra,mujer,43,18948.36,Secundaria,Secundaria,27067.15,Técnico/a
1105,España,País Vasco,mujer,37,20244.7,Universidad,Postgrado,35664.26,Especialista
1106,España,Baleares,hombre,49,19199.12,Secundaria,Primaria,19991.19,Técnico/a junior
1107,España,Castilla-La Mancha,mujer,52,16503.45,Primaria,Sin estudios,19805.72,Técnico/a junior
1108,España,Madrid,mujer,50,16005.53,Primaria,Sin estudios,20982.52,Técnico/a junior
1109,España,Galicia,hombre,38,27940.27,Universidad,Universidad,30489.2,Técnico/a
1110,España,Asturias,mujer,46,14944.21,Secundaria,Primaria,16684.95,Técnico/a junior
1111,España,Madrid,hombre,28,21785.91,FP,FP,25217.14,Técnico/a
1112,España,Canarias,mujer,52,14949.41,FP,FP,21550.9,Técnico/a junior
1113,España,Canarias,mujer,31,18151.29,Secundaria,Primaria,19197.45,Técnico/a junior
1114,España,Comunidad Valenciana,hombre,32,19802.14,Secundaria,FP,20689.81,Técnico/a junior
1115,España,Comunidad Valenciana,mujer,49,20878.58,FP,FP,20201.44,Técnico/a junior
1116,España,Comunidad Valenciana,mujer,37,17235.0,Secundaria,Secundaria,15114.7,Técnico/a junior
1117,España,Aragón,mujer,51,13082.51,Secundaria,Secundaria,19345.0,Técnico/a junior
1118,España,Murcia,mujer,30,18594.33,FP,FP,22771.35,Técnico/a
1119,España,Canarias,hombre,30,31820.97,FP,FP,29185.26,Técnico/a
1120,España,Aragón,mujer,48,19509.23,FP,Universidad,28223.16,Técnico/a
1121,España,Murcia,hombre,52,21078.43,Secundaria,Secundaria,18331.93,Técnico/a junior
1122,España,País Vasco,hombre,45,37455.43,Postgrado,Postgrado,43114.54,Especialista
1123,España,Murcia,mujer,54,17156.83,Secundaria,Secundaria,20564.36,Técnico/a junior
1124,España,Madrid,hombre,27,22474.55,FP,FP,21688.86,Técnico/a junior
1125,España,Galicia,mujer,52,30696.93,Universidad,Universidad,32134.99,Especialista
1126,España,Comunidad Valenciana,hombre,27,19962.05,FP,Universidad,35490.7,Especialista
1127,España,Aragón,mujer,37,18653.2,Secundaria,Primaria,13634.66,Servicios básicos
1128,España,Castilla-La Mancha,hombre,46,15435.68,FP,FP,19715.48,Técnico/a junior
1129,España,Castilla-La Mancha,hombre,26,18633.82,FP,FP,15401.32,Técnico/a junior
1130,España,Canarias,mujer,40,27765.36,FP,FP,26615.69,Técnico/a
1131,España,La Rioja,hombre,46,19150.87,Secundaria,Secundaria,27500.77,Técnico/a
1132,España,Cataluña,hombre,53,25040.52,Universidad,Universidad,34991.55,Especialista
1133,España,Aragón,mujer,30,13207.22,Primaria,Primaria,14000.7,Servicios básicos
1134,España,Canarias,mujer,32,18865.75,Secundaria,Primaria,26075.57,Técnico/a
1135,España,Galicia,hombre,47,19076.77,FP,FP,16956.46,Técnico/a junior
1136,España,Andalucía,hombre,32,21935.61,FP,FP,26084.35,Técnico/a
1137,España,Murcia,hombre,54,28567.1,,FP,28065.01,Técnico/a
1138,España,Cataluña,hombre,49,19695.2,FP,Universidad,29044.38,Técnico/a
1139,España,Cataluña,hombre,30,19986.57,Primaria,Secundaria,26338.05,Técnico/a
1140,España,Comunidad Valenciana,hombre,38,32847.39,Universidad,Postgrado,34695.99,Especialista
1141,España,Madrid,mujer,27,25707.51,FP,Universidad,34881.81,Especialista
1142,España,Castilla y León,mujer,34,15276.97,Secundaria,Secundaria,19524.44,Técnico/a junior
1143,España,Galicia,hombre,27,18834.11,Secundaria,FP,19883.85,Técnico/a junior
1144,España,Comunidad Valenciana,hombre,51,18288.61,FP,Universidad,32719.22,Especialista
1145,España,Canarias,mujer,36,20782.33,Universidad,Postgrado,30324.04,Técnico/a
1146,España,Murcia,mujer,41,24985.59,FP,FP,25547.46,Técnico/a
1147,España,Madrid,hombre,51,25043.38,Secundaria,Primaria,19858.81,Técnico/a junior
1148,España,Galicia,hombre,53,15004.31,FP,FP,20430.48,Técnico/a junior
1149,España,Murcia,mujer,29,27799.16,FP,FP,35622.42,Especialista
1150,España,Murcia,mujer,54,19022.35,,Primaria,,Técnico/a junior
1151,España,La Rioja,mujer,44,17233.35,Secundaria,Secundaria,21570.46,Técnico/a junior
1152,España,Madrid,mujer,49,24551.23,Secundaria,FP,32238.4,Especialista
1153,España,Galicia,mujer,33,28561.24,FP,FP,27199.96,Técnico/a
1154,España,Galicia,mujer,54,25368.7,Universidad,Universidad,28538.81,Técnico/a
1155,España,Extremadura,hombre,45,21076.38,Universidad,Universidad,29152.92,Técnico/a
1156,España,Madrid,mujer,50,23658.72,FP,FP,27563.27,Técnico/a
1157,España,Asturias,hombre,44,13219.96,Sin estudios,Sin estudios,14095.18,Servicios básicos
1158,España,Murcia,hombre,31,23400.33,Universidad,Postgrado,35958.33,Especialista
1159,España,Murcia,mujer,46,17407.54,Secundaria,Primaria,17607.07,Técnico/a junior
1160,España,Andalucía,hombre,28,28325.62,FP,FP,31962.45,Técnico/a
1161,España,Madrid,mujer,37,20480.4,FP,Universidad,30093.77,Técnico/a
1162,España,Aragón,hombre,37,14457.37,Primaria,Secundaria,13895.63,Servicios básicos
1163,España,Castilla y León,mujer,34,15052.48,Secundaria,Secundaria,9000.0,Servicios básicos
1164,España,Madrid,hombre,42,24053.55,Universidad,Postgrado,30632.81,Técnico/a
1165,España,Asturias,hombre,41,19892.99,FP,Universidad,20987.5,Técnico/a junior
1166,España,Madrid,mujer,44,21980.46,FP,FP,28393.21,Técnico/a
1167,España,Madrid,mujer,44,24220.32,FP,FP,25325.02,Técnico/a
1168,España,Cataluña,hombre,37,20718.18,FP,Universidad,,Técnico/a
1169,España,Andalucía,hombre,41,14941.54,FP,FP,20512.37,Técnico/a junior
1170,España,Cantabria,mujer,46,13445.7,Primaria,Primaria,12459.11,Servicios básicos
1171,España,Extremadura,hombre,28,26040.38,FP,Universidad,31980.11,Técnico/a
1172,España,País Vasco,mujer,25,24983.22,FP,Secundaria,27565.48,Técnico/a
1173,España,Extremadura,hombre,25,23468.32,FP,Secundaria,24465.05,Técnico/a
1174,España,Canarias,mujer,39,21846.91,FP,FP,15496.86,Técnico/a junior
1175,España,Extremadura,hombre,37,21149.48,Secundaria,FP,24258.27,Técnico/a
1176,España,Comunidad Valenciana,mujer,41,18776.03,Secundaria,Secundaria,20024.31,Técnico/a junior
1177,España,Madrid,mujer,48,27125.54,Secundaria,Secundaria,22835.52,Técnico/a
1178,España,Aragón,mujer,50,16173.29,Secundaria,Secundaria,11796.97,Servicios básicos
1179,España,Madrid,mujer,32,21180.96,FP,FP,26628.63,Técnico/a
1180,España,Comunidad Valenciana,hombre,42,17779.09,Secundaria,Secundaria,23725.0,Técnico/a
1181,España,País Vasco,mujer,51,26249.46,FP,Universidad,25101.1,Técnico/a
1182,España,Castilla y León,hombre,37,17508.07,Primaria,Secundaria,16964.81,Técnico/a junior
1183,España,Extremadura,mujer,47,21882.36,FP,FP,24929.08,Técnico/a
1184,España,País Vasco,mujer,38,21648.13,Universidad,Postgrado,39245.67,Especialista
1185,España,Aragón,mujer,32,12466.73,Primaria,Primaria,14755.73,Servicios básicos
1186,España,País Vasco,mujer,32,26183.96,FP,FP,36591.63,Especialista
1187,España,Galicia,mujer,51,22571.73,FP,FP,18532.58,Técnico/a junior
1188,España,Andalucía,mujer,50,15111.35,FP,Universidad,17004.85,Técnico/a junior
1189,España,Cantabria,hombre,39,19245.44,FP,FP,26701.7,Técnico/a
1190,España,La Rioja,mujer,51,25054.15,FP,Universidad,21567.51,Técnico/a junior
1191,España,Andalucía,hombre,37,25905.31,FP,FP,28111.64,Técnico/a
1192,España,Comunidad Valenciana,hombre,31,20188.3,FP,Secundaria,20053.87,Técnico/a junior
1193,España,Castilla y León,mujer,29,18389.74,FP,FP,19554.93,Técnico/a junior
1194,España,Extremadura,mujer,41,20393.12,Universidad,FP,22224.8,Técnico/a
1195,España,Andalucía,hombre,52,14698.74,Secundaria,Secundaria,14102.68,Servicios básicos
1196,España,Murcia,hombre,49,21613.62,Universidad,FP,23219.1,Técnico/a
1197,España,País Vasco,hombre,53,20029.94,FP,Universidad,30185.88,Técnico/a
1198,España,País Vasco,mujer,40,20458.3,FP,Universidad,28944.48,Técnico/a
1199,España,Madrid,hombre,47,18056.73,FP,Universidad,26804.68,Técnico/a
1200,España,Asturias,hombre,26,16631.99,,FP,22712.0,Técnico/a
1201,España,Madrid,hombre,46,20711.73,FP,Universidad,36373.25,Especialista
1202,España,Andalucía,hombre,42,17925.67,Secundaria,Secundaria,19134.84,Técnico/a junior
1203,España,Andalucía,mujer,41,12410.51,Primaria,Primaria,18696.22,Técnico/a junior
1204,España,Castilla y León,mujer,54,21602.43,Universidad,FP,20946.01,Técnico/a junior
1205,España,Cataluña,hombre,31,18062.41,Secundaria,Secundaria,17874.17,Técnico/a junior
1206,España,Madrid,hombre,37,15309.26,Secundaria,Primaria,20626.88,Técnico/a junior
1207,España,Galicia,mujer,42,22640.36,FP,FP,24033.37,Técnico/a
1208,España,Cataluña,mujer,53,17436.58,Secundaria,FP,28848.64,Técnico/a
1209,España,Cantabria,mujer,38,27498.57,Secundaria,Secundaria,29013.34,Técnico/a
1210,España,País Vasco,mujer,54,18582.28,FP,Universidad,32127.8,Especialista
1211,España,Castilla-La Mancha,hombre,42,19772.6,Secundaria,Secundaria,23758.42,Técnico/a
1212,España,Cataluña,hombre,37,16078.16,FP,Universidad,15586.77,Técnico/a junior
1213,España,Asturias,mujer,35,11536.31,Sin estudios,Primaria,17028.03,Técnico/a junior
1214,España,Madrid,mujer,45,33561.33,Universidad,Postgrado,47034.7,Responsable/Consultor/a
1215,España,Galicia,mujer,54,19168.99,FP,FP,18649.93,Técnico/a junior
1216,España,Canarias,mujer,45,15337.19,Secundaria,Secundaria,18932.44,Técnico/a junior
1217,España,Aragón,hombre,40,19229.43,FP,FP,19482.08,Técnico/a junior
1218,España,Galicia,hombre,47,20840.44,FP,FP,27539.87,Técnico/a
1219,España,Galicia,hombre,41,14722.13,FP,FP,17513.96,Técnico/a junior
1220,España,Cantabria,mujer,32,15185.19,Secundaria,Secundaria,16058.32,Técnico/a junior
1221,España,País Vasco,hombre,43,19062.86,Primaria,Secundaria,21423.51,Técnico/a junior
1222,España,Asturias,hombre,44,12796.64,Primaria,Primaria,23855.57,Técnico/a
1223,España,Cataluña,hombre,39,17458.85,Secundaria,FP,28424.32,Técnico/a
1224,España,País Vasco,mujer,33,38301.65,Postgrado,Postgrado,53122.96,Responsable/Consultor/a
1225,España,Castilla-La Mancha,mujer,44,17920.71,Secundaria,Secundaria,13718.4,Servicios básicos
1226,España,Extremadura,mujer,34,23839.17,Universidad,Universidad,24648.83,Técnico/a
1227,España,Castilla-La Mancha,mujer,36,18800.7,Secundaria,Secundaria,25145.34,Técnico/a
1228,España,Cantabria,mujer,45,13437.5,Sin estudios,Sin estudios,9179.28,Servicios básicos
1229,España,País Vasco,mujer,47,19368.27,Primaria,Primaria,18530.55,Técnico/a junior
1230,España,Castilla-La Mancha,mujer,44,21019.83,FP,Secundaria,28652.62,Técnico/a
1231,España,Navarra,hombre,54,21849.6,FP,Universidad,24573.24,Técnico/a
1232,España,Canarias,mujer,25,15835.67,Secundaria,Secundaria,12752.56,Servicios básicos
1233,España,Baleares,mujer,49,12577.35,Sin estudios,Sin estudios,16978.3,Técnico/a junior
1234,España,Andalucía,hombre,44,27015.41,FP,Secundaria,17927.83,Técnico/a junior
1235,España,Galicia,hombre,33,33967.19,Universidad,FP,34889.84,Especialista
1236,España,Castilla y León,hombre,46,19504.76,FP,Secundaria,17645.14,Técnico/a junior
1237,España,Murcia,no_binario,39,20060.83,Universidad,FP,19717.32,Técnico/a junior
1238,España,Cataluña,hombre,25,16750.7,Secundaria,Secundaria,21985.19,Técnico/a junior
1239,España,País Vasco,hombre,36,22372.87,Universidad,Universidad,30220.85,Técnico/a
1240,España,Baleares,mujer,27,24018.91,Universidad,Universidad,33581.5,Especialista
1241,España,Murcia,mujer,35,20538.7,FP,FP,25616.77,Técnico/a
1242,España,Madrid,mujer,26,17967.11,Secundaria,Secundaria,21734.92,Técnico/a junior
1243,España,Madrid,mujer,40,30469.62,FP,Universidad,32794.69,Especialista
1244,España,Murcia,mujer,33,17962.29,Secundaria,FP,25049.77,Técnico/a
1245,España,Madrid,hombre,39,18551.65,Secundaria,FP,23097.9,Técnico/a
1246,España,Extremadura,hombre,36,20553.23,FP,Secundaria,18207.14,Técnico/a junior
1247,España,Asturias,hombre,25,13893.72,Secundaria,FP,20941.75,Técnico/a junior
1248,España,Andalucía,mujer,37,18665.81,Secundaria,FP,16097.25,Técnico/a junior
1249,España,Navarra,hombre,38,20151.45,FP,Secundaria,22436.22,Técnico/a
1250,España,Extremadura,hombre,49,15431.1,Secundaria,Primaria,17734.76,Técnico/a junior
1251,España,Madrid,mujer,49,23362.23,Secundaria,Secundaria,29140.93,Técnico/a
1252,España,Cataluña,hombre,32,37610.8,FP,Secundaria,30644.47,Técnico/a
1253,España,Aragón,mujer,32,18173.68,Secundaria,Secundaria,24815.07,Técnico/a
1254,España,Aragón,mujer,51,26084.79,Universidad,FP,28440.48,Técnico/a
1255,España,Galicia,hombre,54,26484.73,FP,FP,26694.54,Técnico/a
1256,España,Cataluña,mujer,36,17041.84,Primaria,Primaria,26184.61,Técnico/a
1257,España,Baleares,mujer,25,16372.92,FP,FP,24628.23,Técnico/a
1258,España,Cataluña,hombre,35,21761.65,FP,FP,25522.53,Técnico/a
1259,España,Andalucía,hombre,32,20146.99,Secundaria,FP,24027.52,Técnico/a
1260,España,Comunidad Valenciana,mujer,34,20541.58,Universidad,Postgrado,28916.99,Técnico/a
1261,España,Canarias,mujer,54,29506.36,FP,FP,29618.97,Técnico/a
1262,España,Madrid,mujer,43,27338.83,Universidad,FP,35107.43,Especialista
1263,España,Cantabria,hombre,35,19182.03,Primaria,Sin estudios,17509.11,Técnico/a junior
1264,España,Cataluña,mujer,31,21055.65,FP,FP,27253.78,Técnico/a
1265,España,Andalucía,mujer,35,10158.43,Sin estudios,Sin estudios,16878.01,Técnico/a junior
1266,España,Andalucía,hombre,41,19263.96,Secundaria,Secundaria,24824.12,Técnico/a
1267,España,Castilla-La Mancha,hombre,25,21117.93,Universidad,Universidad,25939.7,Técnico/a
1268,España,Cataluña,mujer,50,16692.86,Secundaria,Secundaria,22456.38,Técnico/a
1269,España,Extremadura,hombre,53,16292.59,Secundaria,Secundaria,22139.58,Técnico/a
1270,España,Cantabria,hombre,45,14538.78,FP,FP,21922.38,Técnico/a junior
1271,España,Galicia,mujer,45,26354.91,FP,Secundaria,17342.4,Técnico/a junior
1272,España,Murcia,mujer,32,16353.8,Secundaria,FP,25121.86,Técnico/a
1273,España,Madrid,hombre,47,18782.7,FP,FP,27485.34,Técnico/a
1274,España,Andalucía,mujer,48,11844.8,Primaria,Primaria,17675.96,Técnico/a junior
1275,España,Cataluña,hombre,30,15830.27,Secundaria,Secundaria,17245.93,Técnico/a junior
1276,España,Aragón,mujer,46,13592.75,Primaria,Primaria,16838.43,Técnico/a junior
1277,España,Canarias,mujer,42,10973.17,Sin estudios,Sin estudios,17348.95,Técnico/a junior
1278,España,País Vasco,mujer,30,21206.12,Secundaria,Primaria,18633.06,Técnico/a junior
